ID305B,WATER_NAME,LOCATION,source,coord,county
VAN-A09R_ZZZ18A00,Horsepen Run,"Potomac/Shenandoah.
Unassessed segment of watershed A09R (PL18).",rvr,"c(-77.4365799639867, 38.9563596910115)",Loudoun
VAN-A09R_ZZZ19A00,Broad Run/Beaverdam Run,"Potomac/Shenandoah.
Unassessed segment of watershed A09R (PL19).",rvr,"c(-77.4715811504566, 39.0327325272666)",Loudoun
VAN-A09R_ZZZ20A00,Potomac River/Selden Island,"Potomac/Shenandoah.
Unassessed segment of watershed A09R (PL20).",rvr,"c(-77.4307629913098, 39.0605447696526)",Loudoun
VAN-A10R_OFT01A14,Unnamed Tributary to Sugarland Run (Offuts Branch),Segments begins at the headwaters of the unnamed tributary and continues downstream to the confluence with Sugarland Run.,rvr,"c(-77.3600984186779, 38.9975096286629)",Fairfax
VAN-A10R_SUG01A00,Sugarland Run,"Segment begins at the boundary of the PWS designation area, at rivermile 4.82, and continues downstream until the confluence with the Potomac River.",rvr,"c(-77.3662352984443, 39.0368665769323)",Loudoun
VAN-A10R_SUG01B06,Sugarland Run,"Segment begins at the confluence with Folly Lick Branch and continues downstream until the boundary of the PWS designation area, at rivermile 4.82.",rvr,"c(-77.3719020194408, 39.0041501229853)",Fairfax
VAN-A10R_SUG02A02,Sugarland Run,Segment begins at the confluence with Smilax Branch and continues downstream until the confluence with Folly Lick Branch.,rvr,"c(-77.3683923974011, 38.9782939842475)",Fairfax
VAN-A10R_XLP01A10,Unnamed tributary to Sugarland Run,Segment begins at the headwaters of the unnamed tributary and continues downstream until the confluence with Sugarland Run,rvr,"c(-77.3625542591212, 38.9747824765919)",Fairfax
VAN-A10R_ZZZ21A00,Sugarland Run,"Potomac/Shenandoah
Unassessed segment of watershed A11R (PL21).",rvr,"c(-77.3664915524845, 39.0136495794051)",Fairfax
VAN-A11R_BUN01A02,Bullneck Run,Segment begins at the headwaters of Bullneck Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.2190327206303, 38.9579931777735)",Fairfax
VAN-A11R_CAH01A04,Captain Hickory Run,"Segment begins at the boundary of the PWS designation area, approximately 0.86 rivermile upstream from the confluence with Piney Run, and continues downstream until the confluence with Difficult Run.",rvr,"c(-77.2852329850966, 38.981779264913)",Fairfax
VAN-A11R_CAH01B06,Captain Hickory Run,"Segment begins at the headwaters of Captain Hickory Run and continues downstream until the boundary of the PWS designation area, approximately 0.86 rivermile upstream from the confluence with Piney Run.",rvr,"c(-77.3038436505561, 38.9951983696957)",Fairfax
VAN-A11R_CLA01A02,Clarks Branch,Segment begins at the confluence with an unnamed tributary to Clarks Branch and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.2596565250457, 39.0291073246717)",Fairfax
VAN-A11R_COV01A02,Colvin Run,"Segment begins at the boundary of the PWS designation area, approximately 0.85 rivermile downstream from Lake Fairfax, and continues downstream until the confluence with Difficult Run.",rvr,"c(-77.2970595032935, 38.9664050009855)",Fairfax
VAN-A11R_COV01B06,Colvin Run,"Segment begins at the outlet from Lake Fairfax and continues downstream until the boundary of the PWS designation area, approximately 0.85 rivermile downstream from Lake Fairfax.",rvr,"c(-77.310947971621, 38.9655002879499)",Fairfax
VAN-A11R_COV02A02,Colvin Run,Segment begins at the headwaters of Colvin Run and continues downstream until the confluence with an unnamed tributary (streamcode XJJ) flowing from Lake Anne.,rvr,"c(-77.3350651459574, 38.9570123983706)",Fairfax
VAN-A11R_DED01A04,Dead Run,Segment begins at the headwaters of Dead Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.1807448444917, 38.9511621890004)",Fairfax
VAN-A11R_DIF01A00,Difficult Run,Segment begins at the confluence with Captain Hickory Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.2562410631352, 38.9744888255605)",Fairfax
VAN-A11R_DIF01B06,Difficult Run,Segment begins at the Route 7 bridge crossing and continues downstream until the confluence with Captain Hickory Run.,rvr,"c(-77.281881762176, 38.9691581266477)",Fairfax
VAN-A11R_DIF02A02,Difficult Run,"Segment begins at the boundary of the PWS designation area, approximately 0.05 rivermile upstream from the Route 675 crossing, and continues downstream until the confluence with Wolftrap Creek.",rvr,"c(-77.2906784160216, 38.9578856146969)",Fairfax
VAN-A11R_DIF02B06,Difficult Run,"Segment begins at the confluence with Piney Branch and continues downstream until the boundary of the PWS designation area, approximately 0.05 rivermile upstream from the Route 675 crossing.",rvr,"c(-77.294782338635, 38.9412419194531)",Fairfax
VAN-A11R_DIF03A02,Difficult Run,"Segment begins at confluence with Rocky Branch, approximately 0.25 rivermile upstream of Route 672, and continues downstream until the confluence with Piney Branch.",rvr,"c(-77.3131608567966, 38.9190313772725)",Fairfax
VAN-A11R_DIF04A02,Difficult Run,"Segment begins at the confluence with an unnamed tributary to Difficult Run, approximately 0.15 rivermile downstream from the Route 644 bridge, and continues downstream until the confluence with Rocky Branch.",rvr,"c(-77.3295932454341, 38.8872994569297)",Fairfax
VAN-A11R_LID01A02,Little Difficult Run,Segment begins at the confluence with South Fork Little Difficult Run and continues downstream until the confluence with Difficult Run.,rvr,"c(-77.3264670521976, 38.9172413412938)",Fairfax
VAN-A11R_LID02A02,Little Difficult Run,Segment begins at the headwaters of Little Difficult Run and continues downstream until the confluence with South Fork Little Difficult Run.,rvr,"c(-77.3566511303624, 38.9083405456629)",Fairfax
VAN-A11R_MNR01A04,Mine Run,"Segment begins at the confluence with an unnamed tributary to Mine Run, approximately 0.5 rivermile upstream from River Bend Road, and continues downstream until the confluence with the Potomac River.",rvr,"c(-77.2642121258735, 38.999559701788)",Fairfax
VAN-A11R_NIC01A02,Nichols Run,Segment begins at the headwaters of Nichols Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.311996081875, 39.0281651513048)",Fairfax
VAN-A11R_OCS01A04,Old Courthouse Spring Branch,Segment begins at the headwaters of Old Courthouse Spring Branch and continues downstream until the confluence with Wolftrap Creek.,rvr,"c(-77.2520087525573, 38.9321865850837)",Fairfax
VAN-A11R_PIY01A08,Piney Branch,Segment begins at the headwaters of Piney Branch and continues downstream until the confluence with Difficult Run.,rvr,"c(-77.2823222904379, 38.9180253680719)",Fairfax
VAN-A11R_ROE01A08,Rocky Run,Segment begins at the headwaters of Rocky Run and continues downstream until the confluence with Difficult Run.,rvr,"c(-77.2442872967316, 38.9556668067425)",Fairfax
VAN-A11R_SCO01A02,Scott Run,"Segment begins at the confluence with an unnamed tributary to Scott Run, near the intersection of the Beltway and the Dulles Access Road, and continues downstream until the confluence with the Potomac River.",rvr,"c(-77.204578215769, 38.9515239797546)",Fairfax
VAN-A11R_SNA01A02,Snakeden Branch,"Segment begins at the confluence with an unnamed tributary to Snakeden Branch, approximately 0.4 rivermile downstream from the Twin Branches Road bridge, and continues downstream until the confluence with Difficult Run.",rvr,"c(-77.3123199309006, 38.9329156931968)",Fairfax
VAN-A11R_SNA02A02,Snakeden Branch,"Segment begins at the outlet from Lake Audubon and continues downstream until the confluence with an unnamed tributary to Snakeden Branch, approximately 0.4 rivermile downstream from the Twin Branches Road bridge.",rvr,"c(-77.3221756113761, 38.9332997210146)",Fairfax
VAN-A11R_SNA03A02,Snakeden Branch,"Segment begins at the confluence with an unnamed tributary to Snakeden Branch, approximately 0.5 rivermile upstream from Lake Audubon, and continues downstream until the start of Lake Audubon.",rvr,"c(-77.3403324520355, 38.9292972467919)",Fairfax
VAN-A11R_SNA04A02,Snakeden Branch,"Segment begins at the perennial headwaters of Snakeden Branch and continues downstream until the confluence of an unnamed tributary to Snakeden Branch, approximately 0.5 rivermile upstream from Lake Audubon.",rvr,"c(-77.3450670418081, 38.9301370285635)",Fairfax
VAN-A11R_SOL01A02,South Fork Little Difficult Run,Segment begins at the perennial headwaters of South Fork Little Difficult Run and continues downstream until the confluence with Little Difficult Run.,rvr,"c(-77.3484821092108, 38.9017015771865)",Fairfax
VAN-A11R_THG01A10,The Glade,Segment begins at the perennial headwaters of The Glade and continues downstream until the confluence with Snakeden Branch.,rvr,"c(-77.3382528425778, 38.9253997315426)",Fairfax
VAN-A11R_TUY01A06,Turkey Run,"Segment begins at the headwaters of Turkey Run, near Langley High School, and continues downstream until the confluence with the Potomac River.",rvr,"c(-77.1592538147884, 38.9580084964231)",Fairfax
VAN-A11R_WOT01A02,Wolftrap Creek,"Segment begins at the boundary of the PWS designation area, approximately 0.73 rivermile upstream from the confluence with Difficult Run, and continues downstream until the confluence with Difficult Run.",rvr,"c(-77.2866952955475, 38.957710280383)",Fairfax
VAN-A11R_WOT01B06,Wolftrap Creek,"Segment begins at the confluence with Old Courthouse Spring Branch and continues downstream until the boundary of the PWS designation area, approximately 0.73 rivermile upstream from the confluence with Difficult Run.",rvr,"c(-77.2751988219279, 38.9453236539556)",Fairfax
VAN-A11R_WOT02A14,Wolftrap Creek,Segment begins at the headwaters of Wolftrap Creek and continues downstream to the confluence with Old Courthouse Spring Branch,rvr,"c(-77.2540603289724, 38.9153294301001)",Fairfax
VAN-A11R_XJJ01A02,Unnamed tributary to Colvin Run,"Segment begins at the outlet from Lake Anne and continues downstream until the confluence with Colvin Run, above Lake Fairfax.",rvr,"c(-77.3288983040348, 38.9641015504676)",Fairfax
VAN-A11R_ZZZ22A00,Difficult Run,"Potomac/Shenandoah
Unassessed segment of watershed A11R (PL22).",rvr,"c(-77.3156921666795, 38.9290438544568)",Fairfax
VAN-A11R_ZZZ23A00,Potomac River/Nichols Run/Scott Run,"Potomac/Shenandoah
Unassessed segment of watershed A11R (PL23).",rvr,"c(-77.278912679662, 39.0069343331086)",Fairfax
VAN-A12R_DON01A04,Donaldson Run,Segment begins at the headwaters of Donaldson Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.1142468310847, 38.9113363711394)",Arlington
VAN-A12R_FOU01A00,Four Mile Run,Segment begins at the headwaters of Four Mile Run and continues downstream until approximately 0.27 rivermile upstream from the Arlington Ridge Road bridge. Segment includes non-tidal waters of Four Mile Run.,rvr,"c(-77.1242569242782, 38.8665942801907)",Arlington
VAN-A12R_GUL01A04,Gulf Branch,Segment begins at the headwaters of Gulf Branch and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.1185403491609, 38.9211723114402)",Arlington
VAN-A12R_LBR01A08,Long Branch,Segment begins at the headwaters of Long Branch and continues downstream until the confluence with Four Mile Run.,rvr,"c(-77.0752791027247, 38.854809689853)",Arlington
VAN-A12R_LIO01A10,Little Pimmit Run,Segment begins at the headwaters of Little Pimmit Run and continues downstream until its confluence with Pimmit Run.,rvr,"c(-77.1432451636784, 38.9219148201358)",Fairfax
VAN-A12R_LOF01A08,Long Branch,Segment begins at the headwaters of Long Branch and continues downstream until the confluence with Four Mile Run.,rvr,"c(-77.1328678263588, 38.860602195763)",Fairfax
VAN-A12R_PIM01A00,Pimmit Run,Segment begins at the confluence with Little Pimmit Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.1266757140127, 38.9321909775378)",Fairfax
VAN-A12R_PIM02A00,Pimmit Run,Segment begins at the Route 309 bridge crossing and continues downstream until the confluence with Little Pimmit Run.,rvr,"c(-77.1531883578705, 38.9341286676906)",Fairfax
VAN-A12R_PIM02B06,Pimmit Run,"Segment begins at the headwaters of Pimmit Run, upstream from Route 7, and continues downstream until the Route 309 bridge crossing.",rvr,"c(-77.1847261155355, 38.9142309498933)",Fairfax
VAN-A12R_SPU01A04,Spout Run,Segment begins at the headwaters of Spout Run and continues downstream until the confluence with the Potomac River.,rvr,"c(-77.088644703449, 38.8994119315085)",Arlington
VAN-A12R_WIN01A10,Windy Run,Segment begins at the headwaters of Windy Run and continues downstream until its confluence with the Potomac River.,rvr,"c(-77.0977939597277, 38.9034027160549)",Arlington
VAN-A12R_XKS01A06,Unnamed tributary to Pimmit Run,Segment begins at the headwaters of an unnamed tributary to Pimmit Run and continue downstream until the confluence with Pimmit Run.,rvr,"c(-77.1787291457793, 38.909877680939)",Fairfax
VAN-A12R_ZZZ24A00,Potomac River/Pimmit Run,"Potomac/Shenandoah
Unassessed free-flowing segment of watershed A12R (PL24).",rvr,"c(-77.1594597338587, 38.916590134409)",Fairfax
VAN-A12R_ZZZ25A00,Potomac River/Four Mile Run,"Potomac/Shenandoah
Unassessed free-flowing segment of watershed A12R (PL25).",rvr,"c(-77.1066219966589, 38.8541996341787)",Arlington
VAN-A13R_BAL01A00,Backlick Run,"Segment begins at the headwaters of Backlick Run, upstream from Route 620, and continues downstream until the confluence with Holmes Run.",rvr,"c(-77.1627718945051, 38.8014079556008)",Fairfax
VAN-A13R_CAM01A04,Cameron Run/Hunting Creek,Segment begins at the confluence with Backlick Run and continues downstream until the Route 241 (Telegraph Road) bridge crossing.,rvr,"c(-77.0953442399569, 38.8031761534684)",Alexandria
VAN-A13R_HFF01A02,Hooff Run,Segment starts at the headwaters of Hooff Run and continues downstream until the end of the free-flowing waters of Hooff Run.,rvr,"c(-77.0588338701673, 38.8020179672709)",Alexandria
VAN-A13R_HOR01A00,Holmes Run,Segment begins at the mouth of Lake Barcroft and continues downstream until the confluence with Backlick Run.,rvr,"c(-77.1298066475342, 38.8262868080765)",Fairfax
VAN-A13R_HOR01B00,Holmes Run,Segment begins at the headwaters of Holmes Run and continues downstream until the start of Lake Barcroft.,rvr,"c(-77.2045558321561, 38.8644561064169)",Fairfax
VAN-A13R_INA01A06,Indian Run,Segment begins at the headwaters of Indian Run and continues downstream until the confluence with Backlick Run.,rvr,"c(-77.1662111213209, 38.8129718455421)",Fairfax
VAN-A13R_TRI01A00,Tripps Run,Segment begins at the headwaters of Tripps Run and continues downstream until the start of Lake Barcroft.,rvr,"c(-77.1772957309747, 38.8735405421129)",Fairfax
VAN-A13R_TUC01A14,Turkeycock Run,Segment begins at the headwaters of Turkeycock Run and continues downstream to the confluence with Backlick Run.,rvr,"c(-77.150238292515, 38.817172998771)",Fairfax
VAN-A13R_ZZZ26A00,Cameron Run,"Potomac/Shenandoah
Unassessed free-flowing segment of watershed A13R (PL26).",rvr,"c(-77.1198922611844, 38.8099306314471)",Alexandria
VAN-A14R_DOU01A04,Dogue Creek,"Segment begins at the confluence with an unnamed tributary to Dogue Creek, approximately 0.3 rivermiles upstream from Rt. 622, and continues downstream until the end of the free-flowing waters of Dogue Creek.",rvr,"c(-77.1299600505852, 38.7217414753512)",Fairfax
